[0.61328125, 0.61328125, 0.61328125, 0.6147461, 0.6171875, 0.62402344, 0.6328125, 0.64990234, 0.7470703, 1.0292969, 1.0039062, 1.0, 0.99121094, 0.98095703, 0.96240234, 0.9399414, 0.91503906, 0.89941406, 0.8833008, 0.86279297, 0.8491211, 0.8364258, 0.8198242, 0.80566406, 0.79052734, 0.7758789, 0.76123047, 0.7446289, 0.72802734, 0.71191406, 0.69970703, 0.68847656, 0.67871094, 0.66845703, 0.65771484, 0.6479492, 0.6386719, 0.6298828, 0.6201172, 0.61083984, 0.60253906, 0.59375, 0.5859375, 0.578125, 0.5708008, 0.56347656, 0.55615234, 0.54833984, 0.5415039, 0.5341797, 0.5263672, 0.51904297, 0.51171875, 0.5048828, 0.4987793, 0.49267578, 0.4873047, 0.4814453, 0.47631836, 0.47094727, 0.46606445, 0.4609375, 0.45581055, 0.45117188, 0.44628906, 0.44140625, 0.43676758, 0.43237305, 0.4284668, 0.42407227, 0.41992188, 0.41625977, 0.41210938, 0.40820312, 0.40454102, 0.40063477, 0.39697266, 0.39331055, 0.38964844, 0.38623047, 0.3828125, 0.3791504, 0.3762207, 0.3725586, 0.36914062]
[0.61279297, 0.6123047, 0.61328125, 0.6147461, 0.61865234, 0.62597656, 0.63427734, 0.65527344, 0.77246094, 1.0048828, 0.97802734, 0.9819336, 0.9838867, 0.9741211, 0.95166016, 0.92285156, 0.8984375, 0.890625, 0.8696289, 0.8569336, 0.8457031, 0.8330078, 0.81689453, 0.80322266, 0.7890625, 0.7753906, 0.7597656, 0.7446289, 0.72753906, 0.7128906, 0.69970703, 0.6879883, 0.6791992, 0.6694336, 0.6582031, 0.6479492, 0.63916016, 0.6298828, 0.6201172, 0.61035156, 0.6015625, 0.59277344, 0.58447266, 0.57666016, 0.56933594, 0.5625, 0.5551758, 0.54785156, 0.54052734, 0.5336914, 0.5258789, 0.5185547, 0.51123047, 0.50439453, 0.49829102, 0.49243164, 0.48706055, 0.4814453, 0.47607422, 0.47070312, 0.46557617, 0.46044922, 0.4555664, 0.4506836, 0.44580078, 0.44091797, 0.43603516, 0.43188477, 0.42797852, 0.42358398, 0.41967773, 0.41577148, 0.41186523, 0.40795898, 0.40429688, 0.40063477, 0.39697266, 0.3930664, 0.38964844, 0.38598633, 0.38256836, 0.37890625, 0.37573242, 0.37231445, 0.36914062]
[0.6123047, 0.6118164, 0.61328125, 0.61572266, 0.6196289, 0.62646484, 0.63623047, 0.6611328, 0.7475586, 0.9790039, 0.9692383, 0.9946289, 0.9614258, 0.953125, 0.9511719, 0.9321289, 0.91748047, 0.8925781, 0.87597656, 0.8613281, 0.8442383, 0.82910156, 0.81347656, 0.7988281, 0.7841797, 0.7714844, 0.75878906, 0.7426758, 0.7285156, 0.7138672, 0.69921875, 0.68896484, 0.6801758, 0.67041016, 0.6586914, 0.6489258, 0.63916016, 0.6303711, 0.6201172, 0.609375, 0.60058594, 0.5917969, 0.5839844, 0.5761719, 0.56884766, 0.5625, 0.5551758, 0.54785156, 0.5410156, 0.5336914, 0.5258789, 0.5180664, 0.5107422, 0.50390625, 0.49804688, 0.49243164, 0.4868164, 0.48095703, 0.47558594, 0.47045898, 0.46533203, 0.45996094, 0.45507812, 0.4501953, 0.4453125, 0.4404297, 0.43554688, 0.43139648, 0.42749023, 0.42333984, 0.4194336, 0.41552734, 0.41137695, 0.4074707, 0.4038086, 0.40014648, 0.39648438, 0.39282227, 0.38916016, 0.3857422, 0.38232422, 0.37890625, 0.37548828, 0.37231445, 0.36889648]
[0.6113281, 0.61083984, 0.61279297, 0.61621094, 0.62060547, 0.6269531, 0.63671875, 0.65771484, 0.71191406, 0.95410156, 0.95410156, 0.97558594, 0.6533203, 0.83154297, 0.9194336, 0.91748047, 0.87890625, 0.87890625, 0.87060547, 0.8520508, 0.8388672, 0.81933594, 0.80810547, 0.7910156, 0.77734375, 0.7631836, 0.7495117, 0.7392578, 0.72314453, 0.7084961, 0.6953125, 0.6875, 0.6801758, 0.671875, 0.6611328, 0.6513672, 0.63964844, 0.6308594, 0.6196289, 0.6098633, 0.6010742, 0.59375, 0.58496094, 0.57714844, 0.5703125, 0.5625, 0.55566406, 0.54785156, 0.5415039, 0.5336914, 0.5258789, 0.5175781, 0.5102539, 0.5029297, 0.49731445, 0.49194336, 0.48657227, 0.4807129, 0.4753418, 0.46972656, 0.46435547, 0.45898438, 0.45410156, 0.44921875, 0.44458008, 0.4399414, 0.43530273, 0.43115234, 0.4272461, 0.42285156, 0.4189453, 0.41503906, 0.4111328, 0.40722656, 0.4033203, 0.3996582, 0.39624023, 0.39257812, 0.38891602, 0.38549805, 0.38208008, 0.3786621, 0.37548828, 0.3720703, 0.36865234]
[0.61083984, 0.61035156, 0.61279297, 0.61621094, 0.62158203, 0.62841797, 0.63720703, 0.6508789, 0.6850586, 0.91748047, 0.9082031, 0.89746094, 0.7866211, 0.3947754, 0.3798828, 0.37402344, 0.37329102, 0.3798828, 0.39135742, 0.6040039, 0.7919922, 0.7890625, 0.7836914, 0.7885742, 0.78515625, 0.77001953, 0.7602539, 0.73828125, 0.7270508, 0.71777344, 0.7055664, 0.6933594, 0.6777344, 0.66845703, 0.66064453, 0.65283203, 0.64404297, 0.6347656, 0.62402344, 0.61376953, 0.60302734, 0.5961914, 0.58740234, 0.57910156, 0.5698242, 0.5620117, 0.5546875, 0.54785156, 0.54052734, 0.5332031, 0.52490234, 0.5175781, 0.5097656, 0.50341797, 0.4970703, 0.49121094, 0.4855957, 0.4802246, 0.47460938, 0.46923828, 0.46435547, 0.45874023, 0.45385742, 0.4489746, 0.44433594, 0.43945312, 0.43481445, 0.4309082, 0.4267578, 0.42260742, 0.41845703, 0.41479492, 0.41064453, 0.40698242, 0.40307617, 0.39941406, 0.3959961, 0.39233398, 0.38867188, 0.38549805, 0.38208008, 0.37841797, 0.37524414, 0.37182617, 0.3684082]
[0.61035156, 0.61035156, 0.6123047, 0.61621094, 0.6220703, 0.62890625, 0.63623047, 0.6489258, 0.69970703, 0.89990234, 0.86376953, 0.87646484, 0.37719727, 0.3737793, 0.37109375, 0.3708496, 0.37329102, 0.375, 0.37719727, 0.38110352, 0.38476562, 0.38793945, 0.39257812, 0.3996582, 0.40600586, 0.42333984, 0.6904297, 0.70751953, 0.7163086, 0.70996094, 0.7060547, 0.69433594, 0.6826172, 0.6665039, 0.65722656, 0.6459961, 0.6352539, 0.6245117, 0.6166992, 0.60839844, 0.5986328, 0.5942383, 0.58740234, 0.5810547, 0.5727539, 0.56689453, 0.55810547, 0.5488281, 0.54003906, 0.53271484, 0.52441406, 0.5175781, 0.5102539, 0.5029297, 0.4963379, 0.49023438, 0.48461914, 0.4794922, 0.4741211, 0.46899414, 0.4638672, 0.4584961, 0.45336914, 0.4482422, 0.44360352, 0.4387207, 0.43408203, 0.43017578, 0.42626953, 0.421875, 0.41796875, 0.41430664, 0.41015625, 0.40625, 0.4025879, 0.39916992, 0.3955078, 0.39208984, 0.38842773, 0.38500977, 0.3815918, 0.37817383, 0.375, 0.3713379, 0.36791992]
[0.609375, 0.609375, 0.6118164, 0.61621094, 0.6225586, 0.6303711, 0.63720703, 0.6489258, 0.68359375, 0.82910156, 0.8276367, 0.4958496, 0.3725586, 0.3696289, 0.3696289, 0.37060547, 0.37109375, 0.37109375, 0.3725586, 0.37573242, 0.3786621, 0.3828125, 0.3852539, 0.3881836, 0.38916016, 0.39111328, 0.39233398, 0.39379883, 0.39453125, 0.39819336, 0.4038086, 0.41479492, 0.60546875, 0.64160156, 0.6357422, 0.6308594, 0.62353516, 0.62109375, 0.6123047, 0.60546875, 0.59716797, 0.5966797, 0.5859375, 0.58203125, 0.5756836, 0.56933594, 0.56103516, 0.55029297, 0.54296875, 0.5371094, 0.5292969, 0.52246094, 0.5136719, 0.50439453, 0.49682617, 0.48999023, 0.48461914, 0.47827148, 0.4724121, 0.46777344, 0.46264648, 0.45776367, 0.45263672, 0.44750977, 0.44311523, 0.43823242, 0.4338379, 0.4296875, 0.42578125, 0.42163086, 0.41748047, 0.41381836, 0.40966797, 0.40600586, 0.40234375, 0.39868164, 0.39501953, 0.39160156, 0.3881836, 0.38476562, 0.38134766, 0.3779297, 0.37451172, 0.3708496, 0.36767578]
[0.60839844, 0.6088867, 0.6113281, 0.61572266, 0.6230469, 0.6303711, 0.63671875, 0.6489258, 0.67089844, 0.77197266, 0.78466797, 0.38598633, 0.37402344, 0.3696289, 0.37182617, 0.36889648, 0.3701172, 0.3708496, 0.37280273, 0.37524414, 0.3779297, 0.38085938, 0.38305664, 0.38427734, 0.38476562, 0.3857422, 0.3864746, 0.38867188, 0.39038086, 0.3930664, 0.39453125, 0.39697266, 0.3984375, 0.4013672, 0.40307617, 0.40649414, 0.41088867, 0.4177246, 0.42382812, 0.4338379, 0.44873047, 0.55029297, 0.55859375, 0.5541992, 0.5527344, 0.54785156, 0.5444336, 0.5361328, 0.53125, 0.5283203, 0.5258789, 0.52197266, 0.5151367, 0.50390625, 0.4987793, 0.49121094, 0.48364258, 0.47729492, 0.47070312, 0.46557617, 0.46142578, 0.45654297, 0.4519043, 0.44677734, 0.4423828, 0.43774414, 0.4333496, 0.42919922, 0.42529297, 0.42114258, 0.41748047, 0.41357422, 0.40942383, 0.40551758, 0.40185547, 0.39819336, 0.3947754, 0.39135742, 0.3876953, 0.38452148, 0.38110352, 0.37768555, 0.37426758, 0.3708496, 0.36743164]
[0.60791016, 0.60791016, 0.61083984, 0.61572266, 0.62402344, 0.63134766, 0.6381836, 0.64746094, 0.6611328, 0.6875, 0.60546875, 0.37841797, 0.37548828, 0.37060547, 0.37060547, 0.36865234, 0.36938477, 0.37060547, 0.37182617, 0.37353516, 0.37670898, 0.3791504, 0.38134766, 0.3828125, 0.3840332, 0.3852539, 0.38623047, 0.38745117, 0.3876953, 0.38916016, 0.38989258, 0.39086914, 0.39086914, 0.3930664, 0.39453125, 0.3972168, 0.3984375, 0.40039062, 0.40112305, 0.40307617, 0.40429688, 0.40625, 0.4091797, 0.41357422, 0.41845703, 0.42407227, 0.43066406, 0.43896484, 0.453125, 0.4921875, 0.49560547, 0.49658203, 0.49169922, 0.4868164, 0.48388672, 0.48242188, 0.4729004, 0.4724121, 0.46948242, 0.46435547, 0.4597168, 0.45483398, 0.4501953, 0.44580078, 0.4411621, 0.43701172, 0.43286133, 0.42871094, 0.4248047, 0.42089844, 0.4169922, 0.41333008, 0.40893555, 0.40527344, 0.4013672, 0.39794922, 0.39453125, 0.39111328, 0.38745117, 0.3840332, 0.38061523, 0.37719727, 0.37402344, 0.37060547, 0.3671875]
[0.6069336, 0.6069336, 0.61083984, 0.6147461, 0.625, 0.63183594, 0.63964844, 0.64941406, 0.66259766, 0.6801758, 0.4152832, 0.37670898, 0.37451172, 0.3713379, 0.37036133, 0.3684082, 0.3684082, 0.3684082, 0.36914062, 0.37060547, 0.37280273, 0.37524414, 0.3774414, 0.37890625, 0.38061523, 0.38183594, 0.38330078, 0.38427734, 0.38500977, 0.38623047, 0.38720703, 0.38867188, 0.39013672, 0.39111328, 0.39208984, 0.39331055, 0.39404297, 0.3947754, 0.3959961, 0.39770508, 0.39916992, 0.4008789, 0.40307617, 0.40600586, 0.40893555, 0.41210938, 0.41455078, 0.41723633, 0.42041016, 0.4230957, 0.4255371, 0.42919922, 0.4321289, 0.43481445, 0.43847656, 0.44140625, 0.4477539, 0.45263672, 0.4555664, 0.45654297, 0.45361328, 0.45117188, 0.44702148, 0.44384766, 0.43969727, 0.43579102, 0.43188477, 0.42797852, 0.42456055, 0.42041016, 0.4165039, 0.4128418, 0.40844727, 0.40454102, 0.4008789, 0.3972168, 0.39404297, 0.390625, 0.38720703, 0.38378906, 0.3803711, 0.37719727, 0.3737793, 0.3701172, 0.36669922]
